9.631981819875274908e-01,1.496320103815008018e+00,1.000000000000000000e+00
2.620158331143126240e+00,8.115602332542808384e-01,1.000000000000000000e+00
1.208959338202606482e-01,1.256699136850002674e+00,1.000000000000000000e+00
1.328456137377298507e+00,7.167325128282620028e-02,1.000000000000000000e+00
2.502449275488222824e+00,-1.401079523431896234e+00,1.000000000000000000e+00
2.873183264998260711e+00,-7.136283205676376973e-01,1.000000000000000000e+00
1.633825323419215048e+00,-1.426137123596749046e-01,1.000000000000000000e+00
2.010861977969963021e+00,-5.736567439946560487e-01,1.000000000000000000e+00
8.521205155319750979e-01,9.010155986928847227e-01,1.000000000000000000e+00
1.465256918797947172e+00,-1.122085702895000647e+00,1.000000000000000000e+00
4.647951770207539468e+00,-5.135670168715378736e+00,1.000000000000000000e+00
1.073979550300887098e+00,-2.331080013181630051e-01,1.000000000000000000e+00
-4.717082980448088492e-01,1.742750558748961787e+00,1.000000000000000000e+00
2.051446845647701966e+00,-1.343437715934860277e+00,1.000000000000000000e+00
1.740967312740858253e+00,1.447881546186875035e+00,1.000000000000000000e+00
2.272595349532619213e+00,-1.009498091558610033e+00,1.000000000000000000e+00
1.832020215050598200e+00,-3.314885194920075051e+00,1.000000000000000000e+00
2.563622122787297730e+00,-1.855067849958112802e+00,1.000000000000000000e+00
1.842606468299563982e+00,9.004195941107195900e-01,1.000000000000000000e+00
2.343830447891588342e+00,-2.049612779496355230e+00,1.000000000000000000e+00
2.272360885678979425e+00,-3.401596555820666445e+00,1.000000000000000000e+00
4.665738279133035959e+00,-3.443398582393324414e+00,1.000000000000000000e+00
2.369645492041911439e+00,-2.279087351492887770e+00,1.000000000000000000e+00
3.648260462298868578e+00,-3.080069098964934859e+00,1.000000000000000000e+00
3.400401566267329478e+00,-3.928812870835634019e+00,1.000000000000000000e+00
3.140060917342765823e+00,-2.638566915576185501e+00,1.000000000000000000e+00
1.962342859505118664e+00,-2.496726896850800959e+00,1.000000000000000000e+00
2.450574476410936953e+00,-1.279370258923781645e+00,1.000000000000000000e+00
2.303605517742961961e+00,-1.168858785920079857e+00,1.000000000000000000e+00
2.513448863570465264e+00,-2.450839252572122540e+00,1.000000000000000000e+00
2.546523002319150297e+00,-2.509152909132192910e+00,1.000000000000000000e+00
1.910650690617775371e+00,-3.124964865115930746e+00,1.000000000000000000e+00
1.825330883059359532e+00,-1.201297865854355162e+00,1.000000000000000000e+00
3.785182743280651074e+00,-3.757769808750943685e+00,1.000000000000000000e+00
2.965622437971580982e+00,-2.754311472613379053e+00,1.000000000000000000e+00
1.664079966128794386e+00,-1.901130035660512085e-01,1.000000000000000000e+00
5.773038290791798754e-01,5.078676112716662416e-02,1.000000000000000000e+00
1.485011260006214195e+00,-9.342079861379261052e-01,1.000000000000000000e+00
2.588841905057122528e+00,-2.880975238251118675e+00,1.000000000000000000e+00
2.478681743742238375e+00,-1.827712047619616920e+00,1.000000000000000000e+00
3.644089657016650108e+00,-2.908077534715550971e+00,1.000000000000000000e+00
9.649004949898893901e-01,-1.083348642246462656e+00,1.000000000000000000e+00
2.012036817568308766e+00,1.502702636834997385e+00,1.000000000000000000e+00
1.124935655369795784e+00,4.185953991765229976e-01,1.000000000000000000e+00
3.651026559414820571e+00,-2.716794029265446664e+00,1.000000000000000000e+00
3.195135732861926314e+00,-1.631015141547172531e+00,1.000000000000000000e+00
2.557834976105617830e+00,-7.526976252091370778e-01,1.000000000000000000e+00
2.287734770620250657e+00,-6.011704846934001756e-01,1.000000000000000000e+00
3.165165001692308078e+00,-8.246722124799846787e-01,1.000000000000000000e+00
2.308719294609050898e+00,-1.046119361030968253e+00,1.000000000000000000e+00
-9.559584880393989792e-02,1.173226874486798632e+00,1.000000000000000000e+00
3.768296045356479773e+00,-3.051762598991956565e+00,1.000000000000000000e+00
4.223954149597385133e+00,-2.617340605703839973e+00,1.000000000000000000e+00
2.120683768846940431e+00,-2.219850389771027999e+00,1.000000000000000000e+00
1.426676600452387422e+00,2.057164800536413818e+00,1.000000000000000000e+00
1.156323504735221386e+00,1.804149740270781344e+00,1.000000000000000000e+00
3.949356969768663461e+00,-2.142623692903366184e+00,1.000000000000000000e+00
2.853218625080447879e+00,-1.543133254605169924e+00,1.000000000000000000e+00
1.328777280506810765e+00,6.620556021336510000e-02,1.000000000000000000e+00
2.194638781781306669e+00,-1.381836873475876803e-01,1.000000000000000000e+00
1.278358017815590664e+00,-1.094977816287812100e+00,1.000000000000000000e+00
2.676238691480660403e+00,-5.112923506279055674e-01,1.000000000000000000e+00
2.680089646838944795e+00,-2.482472689201030480e+00,1.000000000000000000e+00
3.566014216363717626e+00,-1.498479163746182286e+00,1.000000000000000000e+00
1.863828357099447164e+00,-1.973850213291941103e-01,1.000000000000000000e+00
3.120710033490794899e+00,-2.399264651316252550e+00,1.000000000000000000e+00
2.763238692935114038e+00,-2.398292581626527031e+00,1.000000000000000000e+00
3.086026226363890679e+00,-2.151136523435797088e+00,1.000000000000000000e+00
1.603888080540913474e+00,-5.250329650373065649e-01,1.000000000000000000e+00
1.265762086288038768e+00,-1.062719623170284011e+00,1.000000000000000000e+00
3.658216748985595235e+00,-3.548752185384711932e+00,1.000000000000000000e+00
2.404188706630014938e+00,-9.166166472791006381e-01,1.000000000000000000e+00
7.540257674202988092e-01,2.616182178513184464e+00,1.000000000000000000e+00
3.555722279936353925e+00,-2.453294114467134968e+00,1.000000000000000000e+00
3.018863011252903128e+00,-3.538278661284850468e+00,1.000000000000000000e+00
3.189957249697175534e+00,-9.680642420772544998e-01,1.000000000000000000e+00
